epoch,value
0,158.15846485202596
1,153.38879153149276
2,150.35959898523018
3,148.6415470101739
4,147.70424282267942
5,146.96148231635658
6,146.4865779898261
7,146.06384068720757
8,145.72061748612398
9,145.346923948816
10,145.04905795512227
11,144.7442313673806
12,144.44861426057116
13,144.10394716424457
14,143.66614305744062
15,143.15294420490156
16,142.69015883968376
17,142.2970146222303
18,141.8816501423464
19,141.41718136200123
20,140.97413323181496
21,140.57937913452838
22,140.36006659383827
23,140.2166308559267
24,140.1128228828732
25,140.00270784022445
26,139.93279332737464
27,139.85345096911414
28,139.8061644645734
29,139.76682725464556
30,139.7405477922515
31,139.71579860536391
32,139.67299218474136
33,139.6507063698634
34,139.6371706515382
35,139.60043547032242
36,139.56300931596488
37,139.51997670319122
38,139.49452814651747
39,139.46589583057468
40,139.45031043445996
41,139.43694206280898
42,139.3894429179908
43,139.356342569987
44,139.35279997917218
45,139.35501865882657
46,139.32381127998653
47,139.31697660112113
48,139.29960308182712
49,139.26881648349223
50,139.26031578624315
51,139.24547893287098
52,139.2001850020414
53,139.18125544833597
54,139.15481613935052
55,139.13600736283988
56,139.10262147720252
57,139.0795312224135
58,139.03611255365576
59,139.0003144345041
